sequence,kind,name,name_zh_hans,category,tag,selection_reasons,image_url,image_source,fallback_image_url,pokopiadex_slug,pokopiadex_category,pokopiadex_tags,infipoke_slug,infipoke_category,infipoke_tag,source_pages,filename,relative_path,downloaded_url,downloaded_source,content_type,bytes,sha256,status,error
107,decorative_item,Confectionery wall (upper),糖果墙（上）,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/confectionery-wall-upper.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/confectionerywall%28upper%29.webp,confectionery-wall-upper,Blocks,,confectionerywall(upper),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,107-confectionery-wall-upper.png,assets/pokopia_image_sources/decorative_item_portraits/107-confectionery-wall-upper.png,https://pokopiadex.com/images/items/item_ui/confectionery-wall-upper.png,pokopiadex_items,image/png,31754,9f23f21b02605f91c3f1c660b2a0130a2abd423946c7bd9ab79a91d24d5161e0,ok,
108,decorative_item,Construction supplies,建筑材料,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/construction-supplies.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/constructionsupplies.webp,construction-supplies,Outdoor,Decoration,constructionsupplies,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,108-construction-supplies.png,assets/pokopia_image_sources/decorative_item_portraits/108-construction-supplies.png,https://pokopiadex.com/images/items/item_ui/construction-supplies.png,pokopiadex_items,image/png,30757,d7eea03bb1b942c6078e888232bcb0eaedcd4c33070be114896ea26da18b7324,ok,
109,decorative_item,Control unit,控制单元,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/control-unit.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/controlunit.webp,control-unit,Misc.,Toy,controlunit,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,109-control-unit.png,assets/pokopia_image_sources/decorative_item_portraits/109-control-unit.png,https://pokopiadex.com/images/items/item_ui/control-unit.png,pokopiadex_items,image/png,31702,857d1fd280f5a8d59d6fa167434726142acc2ee1b8dd9d21e85c2dfe35619e45,ok,
110,decorative_item,Cooking stove,炉灶,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/cooking-stove.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/cookingstove.webp,cooking-stove,Misc.,Decoration,cookingstove,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,110-cooking-stove.png,assets/pokopia_image_sources/decorative_item_portraits/110-cooking-stove.png,https://pokopiadex.com/images/items/item_ui/cooking-stove.png,pokopiadex_items,image/png,26863,fa12839d7d9614ddaae3ed628bad025db7ecff66b0661e56c4dfb5ce969cda71,ok,
111,decorative_item,Cool bass guitar,酷炫贝斯吉他,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/crafting_ui/cool-bass-guitar.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/coolbassguitar.webp,cool-bass-guitar,Misc.,Toy,coolbassguitar,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,111-cool-bass-guitar.png,assets/pokopia_image_sources/decorative_item_portraits/111-cool-bass-guitar.png,https://pokopiadex.com/images/items/crafting_ui/cool-bass-guitar.png,pokopiadex_items,image/png,183658,ee2e70afb94d0ba35096805fdf70b82f0b2f2738edc8ed8ac0097a482cc10b96,ok,
112,decorative_item,Cool electric guitar,酷炫电吉他,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/crafting_ui/cool-electric-guitar.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/coolelectricguitar.webp,cool-electric-guitar,Misc.,Toy,coolelectricguitar,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,112-cool-electric-guitar.png,assets/pokopia_image_sources/decorative_item_portraits/112-cool-electric-guitar.png,https://pokopiadex.com/images/items/crafting_ui/cool-electric-guitar.png,pokopiadex_items,image/png,171349,901623a39bdeb77adf3e779d0ce388356a5e055c71968b5b2f39cb11648e4a67,ok,
113,decorative_item,Copper deposit (Beach),铜矿石（海边）,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/copper-deposit-beach.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/copperdeposit%28beach%29.webp,copper-deposit-beach,Blocks,,copperdeposit(beach),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,113-copper-deposit-beach.png,assets/pokopia_image_sources/decorative_item_portraits/113-copper-deposit-beach.png,https://pokopiadex.com/images/items/item_ui/copper-deposit-beach.png,pokopiadex_items,image/png,43362,c070719f57ca8dfb7cfa7e3793fcd795214aacc9cc2d2dd55f84d2c08946abeb,ok,
114,decorative_item,Copper deposit (Ridge),铜矿石（山地）,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/copper-deposit-ridge.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/copperdeposit%28ridge%29.webp,copper-deposit-ridge,Blocks,,copperdeposit(ridge),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,114-copper-deposit-ridge.png,assets/pokopia_image_sources/decorative_item_portraits/114-copper-deposit-ridge.png,https://pokopiadex.com/images/items/item_ui/copper-deposit-ridge.png,pokopiadex_items,image/png,42705,1181c81c018c18b286889a7ee73ba7c632ec6b5a9116fd2709176bd5912f0c2f,ok,
115,decorative_item,Copper deposit (Skyland),铜矿石（浮岛）,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/copper-deposit-skyland.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/copperdeposit%28skyland%29.webp,copper-deposit-skyland,Blocks,,copperdeposit(skyland),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,115-copper-deposit-skyland.png,assets/pokopia_image_sources/decorative_item_portraits/115-copper-deposit-skyland.png,https://pokopiadex.com/images/items/item_ui/copper-deposit-skyland.png,pokopiadex_items,image/png,43965,5cdc791b92af3d0b641c8ad65228785d445adc827ddc0ad6f30858c703f49c74,ok,
116,decorative_item,Copper deposit (Wasteland),铜矿石（荒野）,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/copper-deposit-wasteland.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/copperdeposit%28wasteland%29.webp,copper-deposit-wasteland,Blocks,,copperdeposit(wasteland),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,116-copper-deposit-wasteland.png,assets/pokopia_image_sources/decorative_item_portraits/116-copper-deposit-wasteland.png,https://pokopiadex.com/images/items/item_ui/copper-deposit-wasteland.png,pokopiadex_items,image/png,43108,0e4c0100e4c65053d359b4379f2d4a63211eee7a465e0aa607fe31432e6dea0f,ok,
117,decorative_item,Corkboard,软木板,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/crafting_ui/corkboard.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/corkboard.webp,corkboard,Misc.,Decoration,corkboard,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,117-corkboard.png,assets/pokopia_image_sources/decorative_item_portraits/117-corkboard.png,https://pokopiadex.com/images/items/crafting_ui/corkboard.png,pokopiadex_items,image/png,179519,7113225e81500ecd8e8c8b27443b3e55029067b26a8112e8004c1d0b337d0324,ok,
118,decorative_item,Counter,柜台,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/counter.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/counter.webp,counter,Furniture,,counter,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,118-counter.png,assets/pokopia_image_sources/decorative_item_portraits/118-counter.png,https://pokopiadex.com/images/items/item_ui/counter.png,pokopiadex_items,image/png,21917,5b59aa59100eb3d5837152ab23c6d324c0da5788e21fc584565ae796a2ff0aed,ok,
119,decorative_item,Cracked sandstone,裂纹砂岩,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/cracked-sandstone.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/crackedsandstone.webp,cracked-sandstone,Blocks,,crackedsandstone,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,119-cracked-sandstone.png,assets/pokopia_image_sources/decorative_item_portraits/119-cracked-sandstone.png,https://pokopiadex.com/images/items/item_ui/cracked-sandstone.png,pokopiadex_items,image/png,36955,d48df9895dd86829952c046af4437c665e7876dbae949deca0694c29688c1173,ok,
120,decorative_item,Crisscross wooden flooring,交错木地板,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/crisscross-wooden-flooring.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/crisscrosswoodenflooring.webp,crisscross-wooden-flooring,Blocks,Road,crisscrosswoodenflooring,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,120-crisscross-wooden-flooring.png,assets/pokopia_image_sources/decorative_item_portraits/120-crisscross-wooden-flooring.png,https://pokopiadex.com/images/items/crafting_ui/crisscross-wooden-flooring.png,pokopiadex_items,image/png,123486,56bc74954551811522bb517e415c3926bfcb7bd8002605571a69b231f0b442d8,ok,
121,decorative_item,Crystal ball,水晶球,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/crafting_ui/crystal-ball.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/crystalball.webp,crystal-ball,Misc.,Toy,crystalball,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,121-crystal-ball.png,assets/pokopia_image_sources/decorative_item_portraits/121-crystal-ball.png,https://pokopiadex.com/images/items/crafting_ui/crystal-ball.png,pokopiadex_items,image/png,94585,eeb758b00fc04132915875da56836a352e8ce8209df2a605ee5f120ed7b37e76,ok,
122,decorative_item,Crystal wall,水晶墙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/crystal-wall.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/crystalwall.webp,crystal-wall,Blocks,,crystalwall,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,122-crystal-wall.png,assets/pokopia_image_sources/decorative_item_portraits/122-crystal-wall.png,https://pokopiadex.com/images/items/crafting_ui/crystal-wall.png,pokopiadex_items,image/png,139056,de21a19ec1e18af770eb96c1e96ad03a6e8febea2bf7a5f90308139b16dd69c9,ok,
123,decorative_item,Cube light,方块灯,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/cube-light.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/cubelight.webp,cube-light,Blocks,,cubelight,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,123-cube-light.png,assets/pokopia_image_sources/decorative_item_portraits/123-cube-light.png,https://pokopiadex.com/images/items/item_ui/cube-light.png,pokopiadex_items,image/png,77782,382e46b68cc251445d724b48b8c4a279af9972dea2ba5b569b320a4117674ef2,ok,
124,decorative_item,Curry print,咖喱花纹,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/curry-print.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/curryprint.webp,curry-print,Blocks,,curryprint,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,124-curry-print.png,assets/pokopia_image_sources/decorative_item_portraits/124-curry-print.png,https://pokopiadex.com/images/items/item_ui/curry-print.png,pokopiadex_items,image/png,44430,4a60988c95be3ca3c8b389418ee2b945ab87ed56cddc36aae21eb739334a7f08,ok,
125,decorative_item,Cushy wall,软垫墙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/cushy-wall.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/cushywall.webp,cushy-wall,Blocks,,cushywall,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,125-cushy-wall.png,assets/pokopia_image_sources/decorative_item_portraits/125-cushy-wall.png,https://pokopiadex.com/images/items/item_ui/cushy-wall.png,pokopiadex_items,image/png,42493,4c972e66453c44a059853fb52cf216f6f21404197428f9c89239607ff6abe0f6,ok,
126,decorative_item,Cute bed,可爱床,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/cute-bed.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/cutebed.webp,cute-bed,Furniture,Relaxation,cutebed,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,126-cute-bed.png,assets/pokopia_image_sources/decorative_item_portraits/126-cute-bed.png,https://pokopiadex.com/images/items/item_ui/cute-bed.png,pokopiadex_items,image/png,40941,50d343a078eacec030988cbc57cbcf148eda164540d1311a5ffec4b78fd3d883,ok,
127,decorative_item,Cute chair,可爱椅,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/cute-chair.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/cutechair.webp,cute-chair,Furniture,Relaxation,cutechair,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,127-cute-chair.png,assets/pokopia_image_sources/decorative_item_portraits/127-cute-chair.png,https://pokopiadex.com/images/items/item_ui/cute-chair.png,pokopiadex_items,image/png,25511,b2738b685f465d46a4b044dc523af1785e44d9a748cbc34aac174b990a8a478a,ok,
128,decorative_item,Cute dresser,可爱梳妆台,Furniture,Toy,infipoke_category:furniture;infipoke_tag:toy;pokopiadex_category:furniture;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/cute-dresser.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/cutedresser.webp,cute-dresser,Furniture,Toy,cutedresser,Furniture,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,128-cute-dresser.png,assets/pokopia_image_sources/decorative_item_portraits/128-cute-dresser.png,https://pokopiadex.com/images/items/item_ui/cute-dresser.png,pokopiadex_items,image/png,32363,d4dda0544f615030a41596c0ac062b3e2805e64df83fcc13ba8598a49e4242ec,ok,
129,decorative_item,Cute lamp,可爱灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/cute-lamp.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/cutelamp.webp,cute-lamp,Utilities,Decoration,cutelamp,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,129-cute-lamp.png,assets/pokopia_image_sources/decorative_item_portraits/129-cute-lamp.png,https://pokopiadex.com/images/items/item_ui/cute-lamp.png,pokopiadex_items,image/png,28997,2fa6e8cdd740d8c422f328d5a1c14408b518ccffed04f20776a9df672d61413c,ok,
130,decorative_item,Cute sofa,可爱沙发,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/cute-sofa.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/cutesofa.webp,cute-sofa,Furniture,Relaxation,cutesofa,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,130-cute-sofa.png,assets/pokopia_image_sources/decorative_item_portraits/130-cute-sofa.png,https://pokopiadex.com/images/items/item_ui/cute-sofa.png,pokopiadex_items,image/png,25393,48dc42eb75c6d5708ebf3119c1028e04071e3056650f5a341c9003341d9e5ae2,ok,
131,decorative_item,Cute table,可爱桌,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/cute-table.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/cutetable.webp,cute-table,Furniture,,cutetable,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,131-cute-table.png,assets/pokopia_image_sources/decorative_item_portraits/131-cute-table.png,https://pokopiadex.com/images/items/item_ui/cute-table.png,pokopiadex_items,image/png,24291,3f115ac5ed6b91dc229a7a5ff7c8b3e81f49632eb621d7c0e20e4703e4f932f0,ok,
132,decorative_item,Cyber flooring,赛博地板,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/cyber-flooring.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/cyberflooring.webp,cyber-flooring,Blocks,Road,cyberflooring,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,132-cyber-flooring.png,assets/pokopia_image_sources/decorative_item_portraits/132-cyber-flooring.png,https://pokopiadex.com/images/items/item_ui/cyber-flooring.png,pokopiadex_items,image/png,31658,13ace07e5c207ef8aff617c05b22f843e0403773058de5f1805b608e0e219869,ok,
133,decorative_item,Damaged arched tiling,破损拱形地砖,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/damagedarchedtiling.webp,infipoke_items,,,,,damagedarchedtiling,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,133-damaged-arched-tiling.webp,assets/pokopia_image_sources/decorative_item_portraits/133-damaged-arched-tiling.webp,https://infipoke.com/img/pokopia/items/damagedarchedtiling.webp,infipoke_items,image/webp,1592,2b4a14264da2482f22c96ba199b0cb1fb34e518943e7342f1b8b7289e4978372,ok,
134,decorative_item,Damaged asphalt road,破损沥青路,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/damagedasphaltroad.webp,infipoke_items,,,,,damagedasphaltroad,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,134-damaged-asphalt-road.webp,assets/pokopia_image_sources/decorative_item_portraits/134-damaged-asphalt-road.webp,https://infipoke.com/img/pokopia/items/damagedasphaltroad.webp,infipoke_items,image/webp,1112,050452f3ad0e700d154bc5c7154600f7fc4223dbc8a3324875805ca52677ca55,ok,
135,decorative_item,Damaged mosaic tiling,破损马赛克地砖,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/damagedmosaictiling.webp,infipoke_items,,,,,damagedmosaictiling,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,135-damaged-mosaic-tiling.webp,assets/pokopia_image_sources/decorative_item_portraits/135-damaged-mosaic-tiling.webp,https://infipoke.com/img/pokopia/items/damagedmosaictiling.webp,infipoke_items,image/webp,1700,2cdd657a8e130f5899c14d26a075a72ec7d59cf38b744e721a62d1f91931e5af,ok,
136,decorative_item,Damaged square tiling,破损方砖,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/damagedsquaretiling.webp,infipoke_items,,,,,damagedsquaretiling,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,136-damaged-square-tiling.webp,assets/pokopia_image_sources/decorative_item_portraits/136-damaged-square-tiling.webp,https://infipoke.com/img/pokopia/items/damagedsquaretiling.webp,infipoke_items,image/webp,1464,403e8ddeb57d74c0c92b16dc8c0b3b4ad49965600f6ce67a1e7b7a3e6b22d31b,ok,
137,decorative_item,Damaged stone flooring,破损石地板,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/damagedstoneflooring.webp,infipoke_items,,,,,damagedstoneflooring,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,137-damaged-stone-flooring.webp,assets/pokopia_image_sources/decorative_item_portraits/137-damaged-stone-flooring.webp,https://infipoke.com/img/pokopia/items/damagedstoneflooring.webp,infipoke_items,image/webp,1190,8006928bd8f88c8aa52662b88373c601bbef362d7b7e9cec26e16d267235f8f9,ok,
138,decorative_item,Damaged wooden flooring,破损木地板,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/damagedwoodenflooring.webp,infipoke_items,,,,,damagedwoodenflooring,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,138-damaged-wooden-flooring.webp,assets/pokopia_image_sources/decorative_item_portraits/138-damaged-wooden-flooring.webp,https://infipoke.com/img/pokopia/items/damagedwoodenflooring.webp,infipoke_items,image/webp,1322,61fa6964f3f367ba7c03f503bfbf3c27dfffb8c87f0a3e2c964f24be58b6b3f5,ok,
139,decorative_item,Dark marble flooring,深色大理石地板,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/dark-marble-flooring.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/darkmarbleflooring.webp,dark-marble-flooring,Blocks,Road,darkmarbleflooring,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,139-dark-marble-flooring.png,assets/pokopia_image_sources/decorative_item_portraits/139-dark-marble-flooring.png,https://pokopiadex.com/images/items/crafting_ui/dark-marble-flooring.png,pokopiadex_items,image/png,98137,fdd7c105f1b8f392fbc980c6015642922b7784dc222d690f9f2eea294593839b,ok,
140,decorative_item,Deck chair,躺椅,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/deck-chair.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/deckchair.webp,deck-chair,Furniture,Relaxation,deckchair,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,140-deck-chair.png,assets/pokopia_image_sources/decorative_item_portraits/140-deck-chair.png,https://pokopiadex.com/images/items/item_ui/deck-chair.png,pokopiadex_items,image/png,26241,c104ac087e35e2f9f524f6302a14eac60c258f948c678014f9e875c250a0832d,ok,
141,decorative_item,Decorative bookshelf,装饰书架,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/crafting_ui/decorative-bookshelf.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/decorativebookshelf.webp,decorative-bookshelf,Misc.,Decoration,decorativebookshelf,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,141-decorative-bookshelf.png,assets/pokopia_image_sources/decorative_item_portraits/141-decorative-bookshelf.png,https://pokopiadex.com/images/items/crafting_ui/decorative-bookshelf.png,pokopiadex_items,image/png,139091,3e6bede62868d26b1cc90734ff5daaea05b464e512d468f8e259ff533bb2a9b8,ok,
142,decorative_item,Decorative plant shelf,装饰花架,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/crafting_ui/decorative-plant-shelf.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/decorativeplantshelf.webp,decorative-plant-shelf,Misc.,Decoration,decorativeplantshelf,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,142-decorative-plant-shelf.png,assets/pokopia_image_sources/decorative_item_portraits/142-decorative-plant-shelf.png,https://pokopiadex.com/images/items/crafting_ui/decorative-plant-shelf.png,pokopiadex_items,image/png,122738,5a61fd2860d0242bd03e09383c0a15f7eaf898748d5469d52c93c61401d95b87,ok,
143,decorative_item,Decorative storage shelf,装饰置物架,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/crafting_ui/decorative-storage-shelf.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/decorativestorageshelf.webp,decorative-storage-shelf,Misc.,Decoration,decorativestorageshelf,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,143-decorative-storage-shelf.png,assets/pokopia_image_sources/decorative_item_portraits/143-decorative-storage-shelf.png,https://pokopiadex.com/images/items/crafting_ui/decorative-storage-shelf.png,pokopiadex_items,image/png,150761,dc20a05391af2b20c4f091e8b9122def06d55aac6d65257327e146a71a2d3f22,ok,
144,decorative_item,Desk light,台灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/shop_ui/desk-light.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/desklight.webp,desk-light,Utilities,Decoration,desklight,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,144-desk-light.png,assets/pokopia_image_sources/decorative_item_portraits/144-desk-light.png,https://pokopiadex.com/images/items/shop_ui/desk-light.png,pokopiadex_items,image/png,74250,f5da0c782b68107aaeb5bb619ae0892d37238d3d7ec83baf82ec3dfe0c0b60d6,ok,
145,decorative_item,Despot Fossil (body),暴君化石（身体）,Other,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/despot-fossil-body.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/despotfossil%28body%29.webp,despot-fossil-body,Other,Decoration,despotfossil(body),Other,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,145-despot-fossil-body.png,assets/pokopia_image_sources/decorative_item_portraits/145-despot-fossil-body.png,https://pokopiadex.com/images/items/item_ui/despot-fossil-body.png,pokopiadex_items,image/png,84307,55734015f777f3637208d17fde03b2f471f344a6a7a1f04e158d67b328620f02,ok,
146,decorative_item,Despot Fossil (head),暴君化石（头）,Other,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/despot-fossil-head.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/despotfossil%28head%29.webp,despot-fossil-head,Other,Decoration,despotfossil(head),Other,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,146-despot-fossil-head.png,assets/pokopia_image_sources/decorative_item_portraits/146-despot-fossil-head.png,https://pokopiadex.com/images/items/item_ui/despot-fossil-head.png,pokopiadex_items,image/png,124874,94c83cb531495ae815415cb756c462be9d5532a93a0edcb05bad1d4612f90203,ok,
147,decorative_item,Despot Fossil (legs),暴君化石（腿）,Other,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/despot-fossil-legs.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/despotfossil%28legs%29.webp,despot-fossil-legs,Other,Decoration,despotfossil(legs),Other,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,147-despot-fossil-legs.png,assets/pokopia_image_sources/decorative_item_portraits/147-despot-fossil-legs.png,https://pokopiadex.com/images/items/item_ui/despot-fossil-legs.png,pokopiadex_items,image/png,105438,f91478d1744a4a3e9a1ec8531e0b4bac186358bfe47eb2820dfbafb75c61cf67,ok,
148,decorative_item,Despot Fossil (tail),暴君化石（尾）,Other,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/despot-fossil-tail.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/despotfossil%28tail%29.webp,despot-fossil-tail,Other,Decoration,despotfossil(tail),Other,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,148-despot-fossil-tail.png,assets/pokopia_image_sources/decorative_item_portraits/148-despot-fossil-tail.png,https://pokopiadex.com/images/items/item_ui/despot-fossil-tail.png,pokopiadex_items,image/png,68089,f9f11ec8e17b6ebd35b41cd872d17d2d1f951ba529065e9040e05838b30c0af2,ok,
