source,slug,name,name_zh_hans,category,source_page
infipoke_pokopia_items_zh_hans,mailbox,Mailbox,邮箱,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,weathervane,Weather vane,风向标,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,gravestone,Gravestone,墓碑,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,blankcanvas,Blank canvas,空白画布,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,painting(landscape),Painting (landscape),画（风景）,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,painting(portrait),Painting (portrait),画（肖像）,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,painting(stilllife),Painting (still life),画（静物）,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cannon,Cannon,大炮,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,bell,Bell,钟,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,smallstage,Small stage,小型舞台,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,hot-springspout,Hot-spring spout,温泉出水口,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,waterbasin,Water basin,水盆,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,canoe,Canoe,独木舟,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,inflatableboat,Inflatable boat,充气船,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,beachparasol,Beach parasol,沙滩遮阳伞,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,horseafountain,Horsea fountain,墨海马喷泉,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,fishingrod,Fishing rod,钓竿,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,arrowsign,Arrow sign,箭头指示牌,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,menuboard,Menu board,菜单板,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,sign,Sign,招牌,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,signpost,Signpost,路标,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,informationboard,Information board,信息板,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,raichusign,Raichu sign,雷丘看板,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,photocutoutboard,Photo cutout board,脸洞看板,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,wornwoodencrate,Worn wooden crate,破旧木箱,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,woodencrate,Wooden crate,木箱,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,barrel,Barrel,木桶,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,garbagebags,Garbage bags,垃圾袋,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,garbagebin,Garbage bin,垃圾桶,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,recyclingbin,Recycling bin,回收箱,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,grubbyrags,Grubby rags,脏乱破布,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,nonburnablegarbage(outdoor),Nonburnable garbage (outdoor),不可燃垃圾（户外）,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,trafficcone,Traffic cone,交通锥,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,sewer-holecover,Sewer-hole cover,下水道盖,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,firehydrant,Fire hydrant,消防栓,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,sandbags,Sandbags,沙袋,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,excavationtools,Excavation tools,挖掘工具,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,tires,Tires,轮胎,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,metaldrum,Metal drum,金属桶,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,constructionsupplies,Construction supplies,建筑材料,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,ironpipes,Iron pipes,铁管,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,wheelbarrow,Wheelbarrow,独轮车,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,largeventilationfan,Large ventilation fan,大型换气扇,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,heatrock,Heat Rock,炽热岩,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,icyrock,Icy Rock,冰冻岩,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,smoothrock,Smooth Rock,光滑岩石,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,damprock,Damp Rock,潮湿岩,Outdoor,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,dittoflag,Ditto Flag,百变怪旗帜,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,workbench,Workbench,工作台,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,communitybox,Community Box,社区箱,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,frame,Frame,画框,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cuttingboard,Cutting board,砧板,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,fryingpan,Frying pan,平底锅,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,stylishfryingpan,Stylish frying pan,时尚平底锅,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cookingpot,Cooking pot,炖锅,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,stylishcookingpot,Stylish cooking pot,时尚炖锅,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,breadoven,Bread oven,面包烤箱,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,smeltingfurnace,Smelting furnace,熔炼炉,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,metallicsmeltingfurnace,Metallic smelting furnace,金属熔炼炉,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,concretemixer,Concrete mixer,混凝土搅拌机,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,railwaytrack,Railway track,铁轨,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,crossinggate,Crossing gate,平交道闸,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,handcar,Handcar,轨道手摇车,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,elevatorplatform,Elevator platform,升降平台,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,liftplatform,Lift platform,升降平台,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cashregister,Cash register,收银机,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,sprinkler,Sprinkler,洒水器,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,minifloodgate,Mini floodgate,迷你水闸,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,utilitypole,Utility pole,电线杆,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,wirelesspower-transmitterswitch,Wireless power-transmitter switch,无线电力传输开关,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,wirelesspowertransmitter,Wireless power transmitter,无线电力传输器,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,minigenerator,Mini generator,迷你发电机,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,floorswitch,Floor switch,地面开关,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,wallswitch,Wall switch,墙面开关,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cardreader,Card reader,读卡器,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,lasersensor,Laser sensor,激光传感器,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,securitycamera,Security camera,监控摄像头,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,mushroomstreetlight,Mushroom streetlight,蘑菇路灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,townstreetlight,Town streetlight,城镇路灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,harborstreetlight,Harbor streetlight,港口路灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,chicstreetlight,Chic streetlight,雅致路灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,doublestreetlight,Double streetlight,双头路灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,mushroomlamp,Mushroom lamp,蘑菇灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,plainlamp,Plain lamp,简约灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,desklight,Desk light,台灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pokeballlight,Poké Ball light,精灵球灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,berrytablelamp,Berry table lamp,树果台灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cutelamp,Cute lamp,可爱灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pokeballlamp,Poké Ball lamp,精灵球灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,modelplanet,Model planet,行星模型,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,redmeteorlamp,Red meteor lamp,红色流星灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,orangemeteorlamp,Orange meteor lamp,橙色流星灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,yellowmeteorlamp,Yellow meteor lamp,黄色流星灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,greenmeteorlamp,Green meteor lamp,绿色流星灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,bluemeteorlamp,Blue meteor lamp,蓝色流星灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,indigometeorlamp,Indigo meteor lamp,靛色流星灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,violetmeteorlamp,Violet meteor lamp,紫罗兰流星灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,luxurylamp,Luxury lamp,豪华灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,gardenlight,Garden light,庭院灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,lantern,Lantern,灯笼,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,seedotlamp,Seedot Lamp,橡实果灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,mirrorball,Mirror ball,镜球,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,walllight,Wall light,壁灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,shelllamp,Shell lamp,贝壳灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,fluorescentlight,Fluorescent light,荧光灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,gaminglight,Gaming light,游戏灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,resortlight,Resort light,度假村灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,stringlights,String lights,串灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,popartlamp,Pop art lamp,波普艺术灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,berryhanginglamp,Berry hanging lamp,树果吊灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,surfacelight,Surface light,吸顶灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,spotlight,Spotlight,射灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,antiquechandelier,Antique chandelier,古董吊灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,musicmat(lowdo),Music mat (low do),音乐地垫（低Do）,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,musicmat(re),Music mat (Re),音乐地垫（Re）,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,musicmat(mi),Music mat (Mi),音乐地垫（Mi）,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,musicmat(fa),Music mat (Fa),音乐地垫（Fa）,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,musicmat(sol),Music mat (Sol),音乐地垫（Sol）,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,musicmat(la),Music mat (La),音乐地垫（La）,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,musicmat(ti),Music mat (Ti),音乐地垫（Ti）,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,musicmat(highdo),Music mat (High do),音乐地垫（高Do）,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,brokenstreetlight,Broken streetlight,坏掉的路灯,Utilities,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,leppaseeds,Leppa Seeds,苹野果种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,chestoseeds,Chesto Seeds,零余果种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,rawstseeds,Rawst seeds,利木果种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,aspearseeds,Aspear Seeds,柿仔果种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pechaseeds,Pecha Seeds,桃桃果种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,lumseeds,Lum seeds,木子果种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,palmseeds,Palm seeds,棕榈种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pointy-treeseeds,Pointy-tree seeds,三角树种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,wildflowerseeds,Wildflower seeds,野花种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,seashore-flowerseeds,Seashore-flower seeds,海边花种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,mountain-flowerseeds,Mountain-flower seeds,岩场花种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,skyland-flowerseeds,Skyland-flower seeds,浮岛花种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,beautiful-flowerseeds,Beautiful-flower seeds,美丽花种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cute-flowerseeds,Cute-flower seeds,可爱花种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,elegant-flowerseeds,Elegant-flower seeds,优雅花种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,robust-flowerseeds,Robust-flower seeds,坚韧花种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,adorable-hedgeseeds,Adorable-hedge seeds,可爱树篱种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,healthy-hedgeseeds,Healthy-hedge seeds,健康树篱种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,damp-hedgeseeds,Damp-hedge seeds,湿润树篱种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,stylish-hedgeseeds,Stylish-hedge seeds,时尚树篱种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,square-plantseeds,Square-plant seeds,方形植物种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,beanseeds,Bean seeds,豆子种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,tomatoseeds,Tomato seeds,番茄种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,wheatseeds,Wheat seeds,小麦种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,potatoseeds,Potato seeds,马铃薯种子,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,tallgrass,Tall grass,草丛,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,yellowtallgrass,Yellow tall grass,黄色草丛,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,redtallgrass,Red tall grass,红色草丛,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pinktallgrass,Pink tall grass,粉红色草丛,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,greenshoots,Green shoots,绿色嫩芽,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,yellow-greenshoots,Yellow-green shoots,黄绿嫩芽,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,verdantshoots,Verdant shoots,翠绿嫩芽,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,blue-greenshoots,Blue-green shoots,蓝绿嫩芽,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,duckweed,Duckweed,浮萍,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,floweringduckweed,Flowering Duckweed,开花浮萍,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,densevines,Dense vines,茂密藤蔓,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,moss,Moss,苔藓,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,fern,Fern,蕨类,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,leppatree,Leppa tree,苹野果树,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,largepalmtree,Large palm tree,大椰子树,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pointytree,Pointy tree,三角树,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,wildflowers,Wildflowers,野花,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,seashoreflowers,Seashore flowers,海边花,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,mountainflowers,Mountain flowers,岩场花,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,skylandflowers,Skyland flowers,浮岛花,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,beautifulflower,Beautiful flower,美丽花,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cuteflower,Cute flower,可爱花,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,elegantflower,Elegant flower,优雅花,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,robustflower,Robust flower,坚韧花,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,adorablehedge,Adorable hedge,可爱树篱,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,healthyhedge,Healthy hedge,健康树篱,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,damphedge,Damp hedge,湿润树篱,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,stylishhedge,Stylish hedge,时尚树篱,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,squareplant,Square plant,方形植物,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,leppatreestump,Leppa tree stump,苹野果树桩,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,palmtreestump,Palm tree stump,椰子树桩,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pointytreestump,Pointy tree stump,三角树桩,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,driftwood,Driftwood,漂流木,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,stickyweb,Sticky web,黏黏网,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,largeboulder,Large boulder,大石头,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,mossyboulder,Mossy boulder,长满苔藓的岩石,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,moltenrock,Molten rock,熔岩,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cooledmoltenrock,Cooled molten rock,冷却熔岩,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,stalagmites,Stalagmites,石笋,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,stalactites,Stalactites,钟乳石,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,icicle,Icicle,冰柱,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,crystalcluster,Crystal cluster,水晶簇,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,strengthrock,Strength rock,怪力岩,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,stonedebris,Stone debris,石头碎片,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,mud,Mud,泥巴,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,metaldebris,Metal Debris,金属碎片,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,woodfragments,Wood fragments,木头碎片,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,stonefragments,Stone fragments,石头碎块,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,wornlumber,Worn lumber,破旧木材,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,arched-tilingfragments,Arched-tiling fragments,拱形地砖碎片,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,metalfragments,Metal fragments,金属碎块,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,chestotree,Chesto tree,零余果树,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,rawsttree,Rawst tree,利木果树,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,aspeartree,Aspear tree,柿仔果树,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pechatree,Pecha tree,桃桃果树,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,lumtree,Lum tree,木子果树,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,dryleppatree,Dry Leppa tree,枯萎苹野果树,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,drychestotree,Dry Chesto tree,枯萎零余果树,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,dryrawsttree,Dry Rawst tree,枯萎利木果树,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,drypechatree,Dry Pecha tree,枯萎桃桃果树,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,dryaspeartree,Dry Aspear tree,枯萎柿仔果树,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,drylumtree,Dry Lum tree,枯萎木子果树,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,leppatreesapling,Leppa tree sapling,苹野果树苗,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,smallleppatree,Small Leppa tree,小苹野果树,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,chestotreesapling,Chesto tree sapling,零余果树苗,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,smallchestotree,Small Chesto tree,小零余果树,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,rawsttreesapling,Rawst tree sapling,利木果树苗,Nature,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,smallrawsttree,Small Rawst tree,小利木果树,Nature,https://infipoke.com/zh/game/pokopia/items
