kind,id,name,slug,description,category,tags,sources,event,inventory_status,collectible,order_key,order_value,trade_sell_value,trade_buy_value,trade_buy_quantity,life_coins,shop_level,mosslax,storage_capacity,habitat_item_category_ids,favorite_category_ids,image_url,variant_image_urls,source_page,source
placeable_item,1200,Sand den kit,sand-den-kit,Gather some Pokémon and build away! This makes a den for medium-sized Pokémon or smaller.,Kits,[],[],,in-collection,,kits_order,5,,,,100,,,,[],[],https://pokopiadex.com/images/items/shop_ui/sand-den-kit.png,[],https://pokopiadex.com/items/sand-den-kit,pokopiadex_items_in_collection
placeable_item,1202,Sand hut kit,sand-hut-kit,Gather some Pokémon and build away! This makes a hut that any Pokémon could easily live in.,Kits,[],[],,in-collection,,kits_order,6,,,,200,,,,[],[],https://pokopiadex.com/images/items/shop_ui/sand-hut-kit.png,[],https://pokopiadex.com/items/sand-hut-kit,pokopiadex_items_in_collection
placeable_item,1199,Sand cottage kit,sand-cottage-kit,Gather some Pokémon and build away! This makes a place where two Pokémon can relax.,Kits,[],"[""inspect shiny water ripples""]",,in-collection,,kits_order,7,,,,500,,,,[],[],https://pokopiadex.com/images/items/shop_ui/sand-cottage-kit.png,[],https://pokopiadex.com/items/sand-cottage-kit,pokopiadex_items_in_collection
placeable_item,1201,Sand house kit,sand-house-kit,Gather some Pokémon and build away! Let's make a ginormous house where everyone can live together.,Kits,[],[],,in-collection,,kits_order,8,,,,1000,,,,[],[],https://pokopiadex.com/images/items/shop_ui/sand-house-kit.png,[],https://pokopiadex.com/items/sand-house-kit,pokopiadex_items_in_collection
placeable_item,726,Stone den kit,stone-den-kit,Gather some Pokémon and build away! This makes a den for medium-sized Pokémon or smaller.,Kits,[],"[""inspect shiny water ripples""]",,in-collection,,kits_order,9,,,,100,,,,[],[],https://pokopiadex.com/images/items/shop_ui/stone-den-kit.png,[],https://pokopiadex.com/items/stone-den-kit,pokopiadex_items_in_collection
placeable_item,864,Stone hut kit,stone-hut-kit,Gather some Pokémon and build away! This makes a hut that any Pokémon could easily live in.,Kits,[],"[""inspect shiny water ripples""]",,in-collection,,kits_order,10,,,,200,,,,[],[],https://pokopiadex.com/images/items/shop_ui/stone-hut-kit.png,[],https://pokopiadex.com/items/stone-hut-kit,pokopiadex_items_in_collection
placeable_item,1204,Stone cottage kit,stone-cottage-kit,Gather some Pokémon and build away! This makes a place where two Pokémon can relax.,Kits,[],[],,in-collection,,kits_order,11,,,,500,,,,[],[],https://pokopiadex.com/images/items/shop_ui/stone-cottage-kit.png,[],https://pokopiadex.com/items/stone-cottage-kit,pokopiadex_items_in_collection
placeable_item,843,Stone house kit,stone-house-kit,Gather some Pokémon and build away! Let's make a ginormous house where everyone can live together.,Kits,[],"[""inspect shiny water ripples""]",,in-collection,,kits_order,12,,,,100,,,,[],[],https://pokopiadex.com/images/items/shop_ui/stone-house-kit.png,[],https://pokopiadex.com/items/stone-house-kit,pokopiadex_items_in_collection
placeable_item,1184,City den kit,city-den-kit,Gather some Pokémon and build away! This makes a den for medium-sized Pokémon or smaller.,Kits,[],[],,in-collection,,kits_order,13,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/city-den-kit.png,[],https://pokopiadex.com/items/city-den-kit,pokopiadex_items_in_collection
placeable_item,1186,City hut kit,city-hut-kit,Gather some Pokémon and build away! This makes a hut that any Pokémon could easily live in.,Kits,[],[],,in-collection,,kits_order,14,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/city-hut-kit.png,[],https://pokopiadex.com/items/city-hut-kit,pokopiadex_items_in_collection
placeable_item,1183,City cottage kit,city-cottage-kit,Gather some Pokémon and build away! This makes a place where two Pokémon can relax.,Kits,[],[],,in-collection,,kits_order,15,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/city-cottage-kit.png,[],https://pokopiadex.com/items/city-cottage-kit,pokopiadex_items_in_collection
placeable_item,1185,City house kit,city-house-kit,Gather some Pokémon and build away! Let's make a ginormous house where everyone can live together.,Kits,[],[],,in-collection,,kits_order,16,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/city-house-kit.png,[],https://pokopiadex.com/items/city-house-kit,pokopiadex_items_in_collection
placeable_item,1196,Poké Ball house kit,poke-ball-house-kit,Gather some Pokémon and build away! This makes a house that looks like a giant Poké Ball.,Kits,[],[],,in-collection,,kits_order,17,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/poke-ball-house-kit.png,[],https://pokopiadex.com/items/poke-ball-house-kit,pokopiadex_items_in_collection
placeable_item,1197,Poké Mart kit,poke-mart-kit,Gather some Pokémon and build away! This makes a store that somehow always feels a little exciting.,Kits,[],[],,in-collection,,kits_order,18,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/poke-mart-kit.png,[],https://pokopiadex.com/items/poke-mart-kit,pokopiadex_items_in_collection
placeable_item,2035,Wasteland Pokémon Center kit,wasteland-pokemon-center-kit,Use this to remodel a Pokémon Center to make it look just like the Wasteland Pokémon Center.,Kits,[],[],,in-collection,,kits_order,19,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/wasteland-pokemon-center-kit.png,[],https://pokopiadex.com/items/wasteland-pokemon-center-kit,pokopiadex_items_in_collection
placeable_item,2036,Beach Pokémon Center kit,beach-pokemon-center-kit,Use this to remodel a Pokémon Center to make it look just like the Beach Pokémon Center.,Kits,[],[],,in-collection,,kits_order,20,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/beach-pokemon-center-kit.png,[],https://pokopiadex.com/items/beach-pokemon-center-kit,pokopiadex_items_in_collection
placeable_item,2037,Ridge Pokémon Center kit,ridge-pokemon-center-kit,Use this to remodel a Pokémon Center to make it look just like the Ridge Pokémon Center.,Kits,[],[],,in-collection,,kits_order,21,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/ridge-pokemon-center-kit.png,[],https://pokopiadex.com/items/ridge-pokemon-center-kit,pokopiadex_items_in_collection
placeable_item,2038,Skyland Pokémon Center kit,skyland-pokemon-center-kit,Use this to remodel a Pokémon Center to make it look just like the Skyland Pokémon Center.,Kits,[],[],,in-collection,,kits_order,22,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/skyland-pokemon-center-kit.png,[],https://pokopiadex.com/items/skyland-pokemon-center-kit,pokopiadex_items_in_collection
placeable_item,1207,Windmill kit,windmill-kit,Gather some Pokémon and build away! This makes a generator that turns wind energy into loads of power.,Kits,[],[],,in-collection,,kits_order,23,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/windmill-kit.png,[],https://pokopiadex.com/items/windmill-kit,pokopiadex_items_in_collection
placeable_item,1206,Waterwheel kit,waterwheel-kit,Gather some Pokémon and build away! This makes a generator that uses water to produce tons of power.,Kits,[],[],,in-collection,,kits_order,24,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/waterwheel-kit.png,[],https://pokopiadex.com/items/waterwheel-kit,pokopiadex_items_in_collection
placeable_item,1190,Furnace kit,furnace-kit,Gather some Pokémon and build away! This makes a generator that burns stuff to produce heaps of power.,Kits,[],[],,in-collection,,kits_order,25,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/furnace-kit.png,[],https://pokopiadex.com/items/furnace-kit,pokopiadex_items_in_collection
placeable_item,1182,Charging station kit,charging-station-kit,Gather some Pokémon and build away! This makes a device that's perfect for charging things up.,Kits,[],[],,in-collection,,kits_order,26,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/charging-station-kit.png,[],https://pokopiadex.com/items/charging-station-kit,pokopiadex_items_in_collection
placeable_item,1195,Pikachu fountain kit,pikachu-fountain-kit,Gather some Pokémon and build away! This makes a fountain that would look great all lit up.,Kits,[],[],,in-collection,,kits_order,27,,,,500,,,,[],[],https://pokopiadex.com/images/items/shop_ui/pikachu-fountain-kit.png,[],https://pokopiadex.com/items/pikachu-fountain-kit,pokopiadex_items_in_collection
placeable_item,865,Moonlight dance statue kit,moonlight-dance-statue-kit,Gather some Pokémon and build away! This will make you want to dance as you're building it!,Kits,[],[],,in-collection,,kits_order,28,,,,500,,,,[],[],https://pokopiadex.com/images/items/shop_ui/moonlight-dance-statue-kit.png,[],https://pokopiadex.com/items/moonlight-dance-statue-kit,pokopiadex_items_in_collection
placeable_item,643,Pink hut kit,pink-hut-kit,Gather some Pokémon and build away! This makes a cute plaster house.,Kits,[],"[""Golden Pokeball near water wheel in Withered Wasteland""]",,in-collection,,kits_order,29,,,,300,,,,[],[],https://pokopiadex.com/images/items/shop_ui/pink-hut-kit.png,[],https://pokopiadex.com/items/pink-hut-kit,pokopiadex_items_in_collection
placeable_item,969,Pink cottage kit,pink-cottage-kit,,Kits,[],"[""inspect shiny water ripples""]",,in-collection,,kits_order,30,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/pink-cottage-kit.png,[],https://pokopiadex.com/items/pink-cottage-kit,pokopiadex_items_in_collection
placeable_item,1194,Orange hut kit,orange-hut-kit,Gather some Pokémon and build away! This makes a fancy brick house.,Kits,[],[],,in-collection,,kits_order,31,,,,300,,,,[],[],https://pokopiadex.com/images/items/shop_ui/orange-hut-kit.png,[],https://pokopiadex.com/items/orange-hut-kit,pokopiadex_items_in_collection
placeable_item,2039,Orange cottage kit,orange-cottage-kit,Gather some Pokémon and build away! This makes a vibrant house where you can enjoy resort vibes.,Kits,[],[],,in-collection,,kits_order,32,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/orange-cottage-kit.png,[],https://pokopiadex.com/items/orange-cottage-kit,pokopiadex_items_in_collection
placeable_item,1192,Gray hut kit,gray-hut-kit,Gather some Pokémon and build away! This makes a cool stone house.,Kits,[],[],,in-collection,,kits_order,33,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/gray-hut-kit.png,[],https://pokopiadex.com/items/gray-hut-kit,pokopiadex_items_in_collection
placeable_item,1191,Gray cottage kit,gray-cottage-kit,A high-class house with a serene atmosphere. It's full of luxurious furniture.,Kits,[],"[""inspect shiny water ripples""]",,in-collection,,kits_order,34,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/gray-cottage-kit.png,[],https://pokopiadex.com/items/gray-cottage-kit,pokopiadex_items_in_collection
placeable_item,1208,Yellow hut kit,yellow-hut-kit,Gather some Pokémon and build away! This makes a flashy concrete house.,Kits,[],[],,in-collection,,kits_order,35,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/yellow-hut-kit.png,[],https://pokopiadex.com/items/yellow-hut-kit,pokopiadex_items_in_collection
placeable_item,2040,Yellow cottage kit,yellow-cottage-kit,,Kits,[],[],,in-collection,,kits_order,36,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/yellow-cottage-kit.png,[],https://pokopiadex.com/items/yellow-cottage-kit,pokopiadex_items_in_collection
placeable_item,1193,Log cabin kit,log-cabin-kit,Gather some Pokémon and build away! This makes a house that has a pleasing woodsy aroma.,Kits,[],[],,in-collection,,kits_order,37,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/log-cabin-kit.png,[],https://pokopiadex.com/items/log-cabin-kit,pokopiadex_items_in_collection
placeable_item,1203,Small office kit,small-office-kit,Gather some Pokémon and build away! This makes a place where you can really focus on your work.,Kits,[],[],,in-collection,,kits_order,38,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/small-office-kit.png,[],https://pokopiadex.com/items/small-office-kit,pokopiadex_items_in_collection
placeable_item,1198,Relaxing park kit,relaxing-park-kit,Gather some Pokémon and build away! This makes a park with an iconic Chansey tree.,Kits,[],[],,in-collection,,kits_order,39,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/relaxing-park-kit.png,[],https://pokopiadex.com/items/relaxing-park-kit,pokopiadex_items_in_collection
placeable_item,1205,Stylish Café kit,stylish-cafe-kit,Gather some Pokémon and build away! This makes a lovely café where you can take a little breather.,Kits,[],[],,in-collection,,kits_order,40,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/stylish-cafe-kit.png,[],https://pokopiadex.com/items/stylish-cafe-kit,pokopiadex_items_in_collection
placeable_item,1187,Concert stage kit,concert-stage-kit,Gather some Pokémon and build away! This makes a stage big enough to hold all your friends.,Kits,[],[],,in-collection,,kits_order,41,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/concert-stage-kit.png,[],https://pokopiadex.com/items/concert-stage-kit,pokopiadex_items_in_collection
placeable_item,1188,Fountain plaza kit,fountain-plaza-kit,Gather some Pokémon and build away! This makes a plaza that's perfect for meetups.,Kits,[],[],,in-collection,,kits_order,42,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/fountain-plaza-kit.png,[],https://pokopiadex.com/items/fountain-plaza-kit,pokopiadex_items_in_collection
placeable_item,1181,Altar of Flame kit,altar-of-flame-kit,Gather some Pokémon and build away! This makes an altar accompanied by roaring flames.,Kits,[],[],,in-collection,,kits_order,43,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/altar-of-flame-kit.png,[],https://pokopiadex.com/items/altar-of-flame-kit,pokopiadex_items_in_collection
placeable_item,1180,Abandoned Power Plant kit,abandoned-power-plant-kit,Gather some Pokémon and build away! This makes an abandoned power plant teeming with electricity.,Kits,[],[],,in-collection,,kits_order,44,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/abandoned-power-plant-kit.png,[],https://pokopiadex.com/items/abandoned-power-plant-kit,pokopiadex_items_in_collection
placeable_item,1189,Freezing Chambers kit,freezing-chambers-kit,Gather some Pokémon and build away! This makes frozen mountains with a mystical atmosphere.,Kits,[],"[""Golden Pokeball on hill in Palette Town""]",,in-collection,,kits_order,45,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/freezing-chambers-kit.png,[],https://pokopiadex.com/items/freezing-chambers-kit,pokopiadex_items_in_collection
placeable_item,698,Relocation kit (prepare),relocation-kit-prepare,"Place this in front of a building, and Pokémon with the Bulldoze specialty will help you relocate it!",Kits,[],[],,in-collection,,kits_order,46,,,,10,,,,[],[],https://pokopiadex.com/images/items/item_ui/relocation-kit-prepare.png,[],https://pokopiadex.com/items/relocation-kit-prepare,pokopiadex_items_in_collection
placeable_item,699,Demolition kit,demolition-kit,"Place this in front of a building, and a Pokémon with the Bulldoze specialty will help you demolish it!",Kits,[],[],,in-collection,,kits_order,47,,,,10,,,,[],[],https://pokopiadex.com/images/items/item_ui/demolition-kit.png,[],https://pokopiadex.com/items/demolition-kit,pokopiadex_items_in_collection
placeable_item,2372,Tent kit,tent-kit,Gather some Pokémon and build away! This makes a house that repels rain and wind. Great for camping!,Kits,[],"[""Trade 10 Red crystal fragments to Sableye""]",Sableye's Gem Hunt,in-collection,,kits_order,1,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/tent-kit.png,[],https://pokopiadex.com/items/tent-kit,pokopiadex_items_in_collection
placeable_item,41,Storage box,storage-box,A convenient box you can store items in. It's made of wood and easy to move things in and out of.,Furniture,[],[],,in-collection,,furniture_order,1,,,,,,,20,[],[2244],https://pokopiadex.com/images/items/crafting_ui/storage-box.png,[],https://pokopiadex.com/items/storage-box,pokopiadex_items_in_collection
placeable_item,1782,Wall storage box,wall-storage-box,"It may be small, but it can store lots of stuff. Try mounting it on a wall.",Furniture,[],[],,in-collection,,furniture_order,2,,,,,,,,[],"[2198,2203,2244]",https://pokopiadex.com/images/items/item_ui/wall-storage-box.png,[],https://pokopiadex.com/items/wall-storage-box,pokopiadex_items_in_collection
placeable_item,652,Big storage box,big-storage-box,Roughly three times bigger than your standard storage box. You can put a lot of things inside.,Furniture,[],[],,in-collection,,furniture_order,3,,,,200,,,60,[],[2244],https://pokopiadex.com/images/items/crafting_ui/big-storage-box.png,[],https://pokopiadex.com/items/big-storage-box,pokopiadex_items_in_collection
placeable_item,40,Plain chest,plain-chest,A chest with a simple design. It can be used to store items.,Furniture,"[""Decoration""]",[],,in-collection,,furniture_order,4,,,,,,,,[],"[2198,2203,2208,2244]",https://pokopiadex.com/images/items/item_ui/plain-chest.png,[],https://pokopiadex.com/items/plain-chest,pokopiadex_items_in_collection
placeable_item,1135,Office cabinet,office-cabinet,Compact furniture that's surprisingly spacious. Open the sliding door to put items inside.,Furniture,"[""Decoration""]",[],,in-collection,,furniture_order,5,,,,,,,,[],"[2198,2203,2222,2244]",https://pokopiadex.com/images/items/crafting_ui/office-cabinet.png,[],https://pokopiadex.com/items/office-cabinet,pokopiadex_items_in_collection
placeable_item,1456,Gaming Fridge,gaming-fridge,A chest that's slightly cold to the touch. Ice-type Pokémon will probably enjoy this.,Furniture,"[""Decoration""]",[],,in-collection,,furniture_order,6,,,,,,,,[],"[2200,2203,2206,2211,2222]",https://pokopiadex.com/images/items/item_ui/gaming-fridge.png,[],https://pokopiadex.com/items/gaming-fridge,pokopiadex_items_in_collection
placeable_item,1783,Poké Ball Chest,poke-ball-chest,This looks like a giant Poké Ball. It opens wide for you to store things inside.,Furniture,"[""Decoration""]",[],,in-collection,,furniture_order,7,,,,,,,,[],"[2203,2204,2222,2229,2231]",https://pokopiadex.com/images/items/item_ui/poke-ball-chest.png,[],https://pokopiadex.com/items/poke-ball-chest,pokopiadex_items_in_collection
placeable_item,1994,Berry case,berry-case,"At a glance, this looks just like a glossy Cheri Berry. It opens wide for you to store things inside.",Furniture,"[""Decoration""]",[],,in-collection,,furniture_order,8,,,,,,,,[],"[2203,2204,2216,2219]",https://pokopiadex.com/images/items/item_ui/berry-case.png,[],https://pokopiadex.com/items/berry-case,pokopiadex_items_in_collection
placeable_item,1784,Antique chest,antique-chest,Its four curvy legs are adorable. Try putting lots of different things in the drawer.,Furniture,"[""Decoration""]",[],,in-collection,,furniture_order,9,,,,,,,,[],"[2198,2203,2221,2244]",https://pokopiadex.com/images/items/item_ui/antique-chest.png,[],https://pokopiadex.com/items/antique-chest,pokopiadex_items_in_collection
placeable_item,43,Plain closet,plain-closet,Open the curtains and store your stuff! You don't actually need the hangers—but they're there anyway!,Furniture,"[""Decoration""]","[""Red Pokeball in Bleak Beach""]",,in-collection,,furniture_order,10,,,,100,,,20,[],"[2198,2203,2208,2244]",https://pokopiadex.com/images/items/crafting_ui/plain-closet.png,[],https://pokopiadex.com/items/plain-closet,pokopiadex_items_in_collection
placeable_item,1292,Office locker,office-locker,A large locker that can even hold clothing. Try storing lots of different things in it!,Furniture,"[""Decoration""]",[],,in-collection,,furniture_order,11,,,,,,,,[],"[2198,2203,2222]",https://pokopiadex.com/images/items/item_ui/office-locker.png,[],https://pokopiadex.com/items/office-locker,pokopiadex_items_in_collection
placeable_item,813,Antique closet,antique-closet,A large bulky closet. Try storing different things in it!,Furniture,"[""Decoration""]",[],,in-collection,,furniture_order,12,,,,,,,,[],"[2198,2203,2221,2244]",https://pokopiadex.com/images/items/item_ui/antique-closet.png,[],https://pokopiadex.com/items/antique-closet,pokopiadex_items_in_collection
placeable_item,1506,Office shelf,office-shelf,This is jam-packed with so many files that it can't hold anything else.,Furniture,"[""Decoration""]",[],,in-collection,,furniture_order,13,,,,,,,,[],"[2198,2203,2210,2211,2215,2222]",https://pokopiadex.com/images/items/item_ui/office-shelf.png,[],https://pokopiadex.com/items/office-shelf,pokopiadex_items_in_collection
placeable_item,900,Polygonal Shelf,polygonal-shelf,"A stylish, eye-catching shelf. Looks hard to use but still functions as a shelf just fine.",Furniture,"[""Decoration""]","[""Appraise Large lost relic""]",,in-collection,Lost Relics (L),lost_relics_l_order,1,,,,,,,,[],"[2203,2204,2239]",https://pokopiadex.com/images/items/item_ui/polygonal-shelf.png,[],https://pokopiadex.com/items/polygonal-shelf,pokopiadex_items_in_collection
placeable_item,44,Straw table,straw-table,"""Table"" may be an overly generous description of this big slab of stone atop a pile of hay.",Furniture,[],[],,in-collection,,furniture_order,15,,,,,,,,[1342],[2219],https://pokopiadex.com/images/items/crafting_ui/straw-table.png,[],https://pokopiadex.com/items/straw-table,pokopiadex_items_in_collection
placeable_item,63,Log table,log-table,"With just some cutting and sanding, you can trim logs into a proper table.",Furniture,[],[],,in-collection,,furniture_order,16,,,,,,,,[1342],"[2219,2244]",https://pokopiadex.com/images/items/crafting_ui/log-table.png,[],https://pokopiadex.com/items/log-table,pokopiadex_items_in_collection
placeable_item,216,Side table,side-table,A side table with a refreshing appearance. It'd be perfect next to a beach chair.,Furniture,[],"[""Beach""]",,in-collection,,furniture_order,17,,,,,,,,[1342],[],https://pokopiadex.com/images/items/item_ui/side-table.png,[],https://pokopiadex.com/items/side-table,pokopiadex_items_in_collection
placeable_item,431,Garden table,garden-table,A stylish table that would look nice with a garden chair or two.,Furniture,[],[],,in-collection,,furniture_order,18,,,,,,,,[1342],[2219],https://pokopiadex.com/images/items/shop_ui/garden-table.png,[],https://pokopiadex.com/items/garden-table,pokopiadex_items_in_collection
placeable_item,288,Wooden table,wooden-table,"You only need lumber to make this. Despite its small size, it's still a splendid table.",Furniture,[],[],,in-collection,,furniture_order,19,,,,50,,,,[1342],[],https://pokopiadex.com/images/items/shop_ui/wooden-table.png,[],https://pokopiadex.com/items/wooden-table,pokopiadex_items_in_collection
placeable_item,1404,Counter,counter,Line up these counters to make them longer. You can also rotate a few to make some nice corners.,Furniture,[],[],,in-collection,,furniture_order,20,,,,,,,,[1342],[],https://pokopiadex.com/images/items/item_ui/counter.png,[],https://pokopiadex.com/items/counter,pokopiadex_items_in_collection
placeable_item,1785,Wall-mounted table,wall-mounted-table,A superb table that can fit snugly in a corner. A row of them would also make a great countertop.,Furniture,[],[],,in-collection,,furniture_order,21,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/wall-mounted-table.png,[],https://pokopiadex.com/items/wall-mounted-table,pokopiadex_items_in_collection
placeable_item,1786,Pokémon Center counter,pokemon-center-counter,"Line these up to make a Pokémon Center countertop. They have a simple, clean design.",Furniture,[],[],,in-collection,,furniture_order,22,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/pokemon-center-counter.png,[],https://pokopiadex.com/items/pokemon-center-counter,pokopiadex_items_in_collection
placeable_item,1488,Kitchen table,kitchen-table,A glossy table that protects against grime. It would look great placed near a sink and stove.,Furniture,[],[],,in-collection,,furniture_order,23,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/kitchen-table.png,[],https://pokopiadex.com/items/kitchen-table,pokopiadex_items_in_collection
placeable_item,1552,Push cart,push-cart,"A table cart. Try putting stuff on top of it, like food.",Furniture,[],[],,in-collection,,furniture_order,24,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/push-cart.png,[],https://pokopiadex.com/items/push-cart,pokopiadex_items_in_collection
placeable_item,577,Exhibition stand,exhibition-stand,You can place these side by side to adjust the size. Try displaying lots of different things on top!,Furniture,[],[],,in-collection,,furniture_order,25,,,,,,,,[1334],[],https://pokopiadex.com/images/items/crafting_ui/exhibition-stand.png,[],https://pokopiadex.com/items/exhibition-stand,pokopiadex_items_in_collection
placeable_item,1055,Mysterious pedestal,mysterious-pedestal,Looks like it originally had something on top of it...,Furniture,[],[],,in-collection,Lost Relics (L),lost_relics_l_order,2,,,,,,,,[1334],[],https://pokopiadex.com/images/items/item_ui/mysterious-pedestal.png,[],https://pokopiadex.com/items/mysterious-pedestal,pokopiadex_items_in_collection
placeable_item,64,Plain stand,plain-stand,This low table has a simple design and is perfect for displaying items.,Furniture,"[""Decoration""]",[],,in-collection,,furniture_order,27,,,,100,,,,[],"[2198,2203,2208,2244]",https://pokopiadex.com/images/items/shop_ui/plain-stand.png,[],https://pokopiadex.com/items/plain-stand,pokopiadex_items_in_collection
placeable_item,1130,Iron stand,iron-stand,An impressively sturdy iron stand. Effortlessly supports even heavy items.,Furniture,"[""Decoration""]",[],,in-collection,,furniture_order,28,,,,,,,,[],"[2198,2203,2213,2222,2231]",https://pokopiadex.com/images/items/crafting_ui/iron-stand.png,[],https://pokopiadex.com/items/iron-stand,pokopiadex_items_in_collection
placeable_item,1057,Food counter,food-counter,A counter that is perfect for putting out food at parties.,Furniture,[],"[""Red Pokeball in mines behind where DJ Rotem was found""]",,in-collection,,furniture_order,29,,,,,,,,[],[2244],https://pokopiadex.com/images/items/crafting_ui/food-counter.png,[],https://pokopiadex.com/items/food-counter,pokopiadex_items_in_collection
placeable_item,826,Plain table,plain-table,This simple table can be placed just about anywhere. Try putting different things on it!,Furniture,[],[],,in-collection,,furniture_order,30,,,,,,,,"[1342,1435]",[2244],https://pokopiadex.com/images/items/crafting_ui/plain-table.png,[],https://pokopiadex.com/items/plain-table,pokopiadex_items_in_collection
placeable_item,1787,Antique table,antique-table,Its lumpy legs are cute. You can make a large table by arranging several of these together.,Furniture,[],[],,in-collection,,furniture_order,31,,,,,,,,"[1342,1435]","[2221,2244]",https://pokopiadex.com/images/items/item_ui/antique-table.png,[],https://pokopiadex.com/items/antique-table,pokopiadex_items_in_collection
placeable_item,1065,Industrial desk,industrial-desk,A desk with a beautifully wood grain texture. This would even look great outside the house.,Furniture,[],"[""Red Pokeball in right room of Museum in Rocky Ridges""]",,in-collection,,furniture_order,32,,,,150,,,,"[1342,1435]",[2222],https://pokopiadex.com/images/items/shop_ui/industrial-desk.png,[],https://pokopiadex.com/items/industrial-desk,pokopiadex_items_in_collection
placeable_item,844,Iron table,iron-table,Iron-crafted with a simple design. This would work well in any sleekly stylish room.,Furniture,[],[],,in-collection,,furniture_order,33,,,,100,,,,"[1342,1435]","[2213,2222]",https://pokopiadex.com/images/items/crafting_ui/iron-table.png,[],https://pokopiadex.com/items/iron-table,pokopiadex_items_in_collection
placeable_item,1137,Office desk,office-desk,A desk often used in offices. The pull-out drawer is locked and won't open.,Furniture,[],[],,in-collection,,furniture_order,34,,,,,,,,[],[2222],https://pokopiadex.com/images/items/crafting_ui/office-desk.png,[],https://pokopiadex.com/items/office-desk,pokopiadex_items_in_collection
placeable_item,1788,Study desk,study-desk,Just looking at this desk feels like it will somehow make you smarter.,Furniture,[],[],,in-collection,,furniture_order,35,,,,,,,,[],[2244],https://pokopiadex.com/images/items/item_ui/study-desk.png,[],https://pokopiadex.com/items/study-desk,pokopiadex_items_in_collection
placeable_item,1424,Cute table,cute-table,A table with cute lace and frills. It somehow reminds you of Fairy types.,Furniture,[],[],,in-collection,,furniture_order,36,,,,,,,,[],[2204],https://pokopiadex.com/images/items/item_ui/cute-table.png,[],https://pokopiadex.com/items/cute-table,pokopiadex_items_in_collection
placeable_item,1028,Iron rack,iron-rack,Decorate your space by putting your favorite things on these stackable shelves!,Furniture,[],[],,in-collection,,furniture_order,37,,,,100,,,,[],[2213],https://pokopiadex.com/images/items/shop_ui/iron-rack.png,[],https://pokopiadex.com/items/iron-rack,pokopiadex_items_in_collection
placeable_item,831,Resort table,resort-table,"This table is made of resilient material and perfectly safe to keep outside, even in rain or a squall.",Furniture,[],"[""Red Pokeball in Bleak Beach""]",,in-collection,,furniture_order,38,,,,,,,,"[1342,1435]",[],https://pokopiadex.com/images/items/item_ui/resort-table.png,[],https://pokopiadex.com/items/resort-table,pokopiadex_items_in_collection
placeable_item,1551,Chic table,chic-table,A table that would look right at home in a fancy restaurant. Perfect for a decadent dinner.,Furniture,[],[],,in-collection,,furniture_order,39,,,,100,,,,"[1342,1435]",[2221],https://pokopiadex.com/images/items/shop_ui/chic-table.png,[],https://pokopiadex.com/items/chic-table,pokopiadex_items_in_collection
placeable_item,839,Pop art table,pop-art-table,"A shiny, round table. It's as smooth as a Porygon2.",Furniture,[],[],,in-collection,,furniture_order,40,,,,,,,,"[1342,1435]",[2204],https://pokopiadex.com/images/items/item_ui/pop-art-table.png,[],https://pokopiadex.com/items/pop-art-table,pokopiadex_items_in_collection
