kind,name,name_zh_hans,category,tag,selection_reasons,image_url,image_source,fallback_image_url,pokopiadex_slug,pokopiadex_category,pokopiadex_tags,infipoke_slug,infipoke_category,infipoke_tag,source_pages
decorative_item,Exhibition stand,展示架,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/crafting_ui/exhibition-stand.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/exhibitionstand.webp,exhibition-stand,Furniture,,exhibitionstand,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Extravagant carpeting,奢华地毯,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/extravagant-carpeting.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/extravagantcarpeting.webp,extravagant-carpeting,Blocks,Road,extravagantcarpeting,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Extravagant flowers,华丽花束,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/crafting_ui/extravagant-flowers.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/extravagantflowers.webp,extravagant-flowers,Misc.,Decoration,extravagantflowers,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Fan,电风扇,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/fan.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/fan.webp,fan,Misc.,Toy,fan,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Fancy chair,华丽椅,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/fancy-chair.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/fancychair.webp,fancy-chair,Furniture,Relaxation,fancychair,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Fancy pen,华丽钢笔,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/fancy-pen.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/fancypen.webp,fancy-pen,Misc.,Toy,fancypen,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Farm soil (Beach),农田土（海边）,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/farmsoil%28beach%29.webp,infipoke_items,,,,,farmsoil(beach),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Farm soil (Ridge),农田土（山地）,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/farmsoil%28ridge%29.webp,infipoke_items,,,,,farmsoil(ridge),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Farm soil (Skyland),农田土（浮岛）,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/farmsoil%28beach%29.webp,infipoke_items_shared_farm_soil_fallback,https://infipoke.com/img/pokopia/items/farmsoil%28skyland%29.webp,,,,farmsoil(skyland),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Farm soil (Wastelands),农田土（荒野）,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/farmsoil%28wastelands%29.webp,infipoke_items,,,,,farmsoil(wastelands),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Felt mat,毛毡垫,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/felt-mat.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/feltmat.webp,felt-mat,Blocks,Road,feltmat,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Field grass,田野草,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/field-grass.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/fieldgrass.webp,field-grass,Blocks,,fieldgrass,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Fiery Magby statue,鸭嘴宝宝火焰雕像,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/fiery-magby-statue.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/fierymagbystatue.webp,fiery-magby-statue,Misc.,Toy,fierymagbystatue,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Fire hydrant,消防栓,Outdoor,Toy,infipoke_tag:toy;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/fire-hydrant.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/firehydrant.webp,fire-hydrant,Outdoor,Decoration,firehydrant,Outdoor,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Firepit,火坑,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/firepit.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/firepit.webp,firepit,Outdoor,Decoration,firepit,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,First aid kit,急救箱,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/shop_ui/first-aid-kit.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/firstaidkit.webp,first-aid-kit,Misc.,Toy,firstaidkit,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Fish-scale tiling,鱼鳞砖,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/fish-scale-tiling.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/fish-scaletiling.webp,fish-scale-tiling,Blocks,Road,fish-scaletiling,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Fishing rod,钓竿,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/fishing-rod.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/fishingrod.webp,fishing-rod,Outdoor,Toy,fishingrod,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Flat-leaf plant,扁叶植物,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/flat-leaf-plant.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/flat-leafplant.webp,flat-leaf-plant,Misc.,Decoration,flat-leafplant,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Flower cushion,花朵坐垫,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/flower-cushion.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/flowercushion.webp,flower-cushion,Furniture,Relaxation,flowercushion,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Flower garland,花环,Misc.,Decoration,pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/flower-garland.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/flowergarland.webp,flower-garland,Misc.,Decoration,flowergarland,Misc.,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Flower print,花朵花纹,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/flower-print.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/flowerprint.webp,flower-print,Blocks,,flowerprint,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Flower table,花朵桌,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/flower-table.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/flowertable.webp,flower-table,Furniture,,flowertable,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Flowery table setting,花朵餐桌布置,Misc.,Decoration,pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/flowery-table-setting.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/flowerytablesetting.webp,flowery-table-setting,Misc.,Decoration,flowerytablesetting,Misc.,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Fluffy flooring,毛绒地板,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/fluffy-flooring.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/fluffyflooring.webp,fluffy-flooring,Blocks,Road,fluffyflooring,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Fluorescent light,荧光灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/fluorescent-light.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/fluorescentlight.webp,fluorescent-light,Utilities,Decoration,fluorescentlight,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Folding chair,折叠椅,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/shop_ui/folding-chair.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/foldingchair.webp,folding-chair,Furniture,Relaxation,foldingchair,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Food counter,餐点柜台,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/crafting_ui/food-counter.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/foodcounter.webp,food-counter,Furniture,,foodcounter,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Foundation,地基,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/foundation.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/foundation.webp,foundation,Blocks,,foundation,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Frame,画框,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/crafting_ui/frame.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/frame.webp,frame,Utilities,Decoration,frame,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Fried Potatoes,炸薯条,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/fried-potatoes.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/friedpotatoes.webp,fried-potatoes,Misc.,Decoration,friedpotatoes,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Funky diffuser,时尚扩香器,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/funky-diffuser.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/funkydiffuser.webp,funky-diffuser,Misc.,Toy,funkydiffuser,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Game Boy system,Game Boy主机,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/game-boy-system.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/gameboysystem.webp,game-boy-system,Misc.,Toy,gameboysystem,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Gaming bed,电竞床,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/gaming-bed.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/gamingbed.webp,gaming-bed,Furniture,Relaxation,gamingbed,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Gaming Chair,电竞椅,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/gaming-chair.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/gamingchair.webp,gaming-chair,Furniture,Relaxation,gamingchair,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Gaming Fridge,电竞冰箱,Furniture,Decoration,infipoke_category:furniture;infipoke_tag:decoration;pokopiadex_category:furniture;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/gaming-fridge.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/gamingfridge.webp,gaming-fridge,Furniture,Decoration,gamingfridge,Furniture,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Gaming light,游戏灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/gaming-light.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/gaminglight.webp,gaming-light,Utilities,Decoration,gaminglight,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Gaming PC,游戏电脑,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/gaming-pc.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/gamingpc.webp,gaming-pc,Misc.,Toy,gamingpc,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Garbage bags,垃圾袋,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/crafting_ui/garbage-bags.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/garbagebags.webp,garbage-bags,Outdoor,Decoration,garbagebags,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Garbage bin,垃圾桶,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/crafting_ui/garbage-bin.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/garbagebin.webp,garbage-bin,Outdoor,Decoration,garbagebin,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Garden bench,庭院长椅,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/shop_ui/garden-bench.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/gardenbench.webp,garden-bench,Furniture,Relaxation,gardenbench,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Garden chair,庭院椅,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/garden-chair.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/gardenchair.webp,garden-chair,Furniture,Relaxation,gardenchair,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Garden flowers,庭院花卉,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/garden-flowers.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/gardenflowers.webp,garden-flowers,Outdoor,Decoration,gardenflowers,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Garden light,庭院灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/shop_ui/garden-light.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/gardenlight.webp,garden-light,Utilities,Decoration,gardenlight,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Garden ornament,庭院摆饰,Outdoor,Decoration,pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/garden-ornament.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/gardenornament.webp,garden-ornament,Outdoor,Decoration,gardenornament,Outdoor,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Garden table,庭院桌,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/shop_ui/garden-table.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/gardentable.webp,garden-table,Furniture,,gardentable,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Gingham print,格纹花纹,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/gingham-print.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/ginghamprint.webp,gingham-print,Blocks,,ginghamprint,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Glowing stone,发光石,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/dream_ui/glowing-stone.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/glowingstone.webp,glowing-stone,Blocks,,glowingstone,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Gold deposit,金矿石,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/gold-deposit.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/golddeposit.webp,gold-deposit,Blocks,,golddeposit,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Gold Teeth,金牙,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/gold-teeth.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/goldteeth.webp,gold-teeth,Misc.,Toy,goldteeth,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Gold wall,金色墙壁,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/gold-wall.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/goldwall.webp,gold-wall,Blocks,,goldwall,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Grass flooring,草地地板,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/grass-flooring.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/grassflooring.webp,grass-flooring,Blocks,Road,grassflooring,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Gravel,砂砾,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/gravel.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/gravel.webp,gravel,Blocks,,gravel,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Gravestone,墓碑,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/gravestone.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/gravestone.webp,gravestone,Outdoor,Decoration,gravestone,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Gray circle flooring,灰色圆圈地板,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/gray-circle-flooring.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/graycircleflooring.webp,gray-circle-flooring,Blocks,Road,graycircleflooring,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Green meteor lamp,绿色流星灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/green-meteor-lamp.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/greenmeteorlamp.webp,green-meteor-lamp,Utilities,Decoration,greenmeteorlamp,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Grubby book,脏乱书,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/grubby-book.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/grubbybook.webp,grubby-book,Misc.,Toy,grubbybook,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Grubby cell phone,脏乱手机,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/grubby-cell-phone.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/grubbycellphone.webp,grubby-cell-phone,Misc.,Toy,grubbycellphone,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Grubby letter,脏乱信件,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/grubby-letter.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/grubbyletter.webp,grubby-letter,Misc.,Toy,grubbyletter,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Grubby newspaper,脏乱报纸,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/grubby-newspaper.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/grubbynewspaper.webp,grubby-newspaper,Misc.,Toy,grubbynewspaper,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Grubby notepad,脏乱记事本,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/grubby-notepad.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/grubbynotepad.webp,grubby-notepad,Misc.,Toy,grubbynotepad,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Grubby papers,脏乱文件,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/grubby-papers.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/grubbypapers.webp,grubby-papers,Misc.,Toy,grubbypapers,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Grubby tablet,脏乱平板,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/grubby-tablet.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/grubbytablet.webp,grubby-tablet,Misc.,Toy,grubbytablet,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Guest-room bed,客房床,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/guest-room-bed.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/guest-roombed.webp,guest-room-bed,Furniture,Relaxation,guest-roombed,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Guest-room wall,客房墙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/guest-room-wall.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/guest-roomwall.webp,guest-room-wall,Blocks,,guest-roomwall,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Gym emblem statue,道馆徽章雕像,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/gym-emblem-statue.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/gymemblemstatue.webp,gym-emblem-statue,Misc.,Decoration,gymemblemstatue,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Hanging banner,悬挂旗帜,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/hanging-banner.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/hangingbanner.webp,hanging-banner,Misc.,Decoration,hangingbanner,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Hanging scroll,挂轴,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/hanging-scroll.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/hangingscroll.webp,hanging-scroll,Misc.,Decoration,hangingscroll,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Harbor streetlight,港口路灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/crafting_ui/harbor-streetlight.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/harborstreetlight.webp,harbor-streetlight,Utilities,Decoration,harborstreetlight,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Hardwood flooring,硬木地板,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/hardwood-flooring.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/hardwoodflooring.webp,hardwood-flooring,Blocks,Road,hardwoodflooring,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Hay pile,干草堆,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/hay-pile.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/haypile.webp,hay-pile,Blocks,,haypile,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Headbutt Fossil (body),头突化石（身体）,Other,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/headbutt-fossil-body.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/headbuttfossil%28body%29.webp,headbutt-fossil-body,Other,Decoration,headbuttfossil(body),Other,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Headbutt Fossil (head),头突化石（头）,Other,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/headbutt-fossil-head.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/headbuttfossil%28head%29.webp,headbutt-fossil-head,Other,Decoration,headbuttfossil(head),Other,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Headbutt Fossil (tail),头突化石（尾）,Other,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/headbutt-fossil-tail.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/headbuttfossil%28tail%29.webp,headbutt-fossil-tail,Other,Decoration,headbuttfossil(tail),Other,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Hexagonal flooring,六边形地板,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/hexagonal-flooring.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/hexagonalflooring.webp,hexagonal-flooring,Blocks,Road,hexagonalflooring,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
